categoria,nome,preco,link
HAUGA,"Storage combination,",557,https://www.ikea.com/ie/en/p/hauga-storage-combination-grey-s09388445/
HEMNES,"Day-bed frame with 3 drawers,",350,https://www.ikea.com/ie/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/
TUFJORD,"Upholstered bed frame,",750,https://www.ikea.com/ie/en/p/tufjord-upholstered-bed-frame-gunnared-blue-30446429/
BALESTRAND,"Divan base with drawer,",279,https://www.ikea.com/ie/en/p/balestrand-divan-base-with-drawer-right-skiftebo-grey-40411537/
SKUBB,"Storage case,",6,https://www.ikea.com/ie/en/p/skubb-storage-case-white-90294989/
HEMNES,"Day-bed frame with 3 drawers,",350,https://www.ikea.com/ie/en/p/hemnes-day-bed-frame-with-3-drawers-white-90349326/
TUFJORD,"Upholstered bed frame,",750,https://www.ikea.com/ie/en/p/tufjord-upholstered-bed-frame-gunnared-blue-30446429/
BALESTRAND,"Divan base with drawer,",279,https://www.ikea.com/ie/en/p/balestrand-divan-base-with-drawer-right-skiftebo-grey-40411537/
SKUBB,"Storage case,",6,https://www.ikea.com/ie/en/p/skubb-storage-case-white-90294989/
FREDVANG,"Underbed storage/bedside table,",45,https://www.ikea.com/ie/en/p/fredvang-underbed-storage-bedside-table-white-10493638/
SLATTUM,"Upholstered bed frame,",229,https://www.ikea.com/ie/en/p/slattum-upholstered-bed-frame-knisa-light-grey-70446390/
PLATSA,"Bed frame with storage,",300,https://www.ikea.com/ie/en/p/platsa-bed-frame-with-storage-white-10453086/
HAUGA,"Upholstered bed frame,",299,https://www.ikea.com/ie/en/p/hauga-upholstered-bed-frame-vissle-grey-50446367/
MALM,"Ottoman bed,",499,https://www.ikea.com/ie/en/p/malm-ottoman-bed-white-30404820/
MALM,"Bedroom furniture, set of 2",140,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-2-white-s29483413/
NORDLI,"Bed frame w storage and headboard,",600,https://www.ikea.com/ie/en/p/nordli-bed-frame-w-storage-and-headboard-white-s69241422/
BRANDASUND,"Headboard,",249,https://www.ikea.com/ie/en/p/brandasund-headboard-button-tallmyra-beige-00471892/
HOLMSUND,Corner sofa-bed,779,https://www.ikea.com/ie/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s19150749/
HAUGA,"Upholstered bed, 4 storage boxes,",499,https://www.ikea.com/ie/en/p/hauga-upholstered-bed-4-storage-boxes-vissle-grey-s89336594/
ASKEBY,Two-seat sofa-bed,299,https://www.ikea.com/ie/en/p/askeby-two-seat-sofa-bed-black-90317170/
GLADSTAD,"Upholstered bed, 2 storage boxes,",315,https://www.ikea.com/ie/en/p/gladstad-upholstered-bed-2-storage-boxes-kabusa-light-grey-s79406766/
IDANÄS,"Upholstered storage bed,",699,https://www.ikea.com/ie/en/p/idanaes-upholstered-storage-bed-gunnared-dark-grey-60447192/
IDANÄS,"Upholstered bed frame,",399,https://www.ikea.com/ie/en/p/idanaes-upholstered-bed-frame-gunnared-dark-grey-20458960/
PLATSA,"Bed frame with 4 drawers,",591,https://www.ikea.com/ie/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/
ASKVOLL,"Bed frame,",189,https://www.ikea.com/ie/en/p/askvoll-bed-frame-white-luroey-s89019713/
FRIHETEN,"Cushion,",50,https://www.ikea.com/ie/en/p/friheten-cushion-skiftebo-dark-grey-40382912/
NORDLI,"Headboard,",150,https://www.ikea.com/ie/en/p/nordli-headboard-white-10372976/
MALM,"Bed frame, high,",125,https://www.ikea.com/ie/en/p/malm-bed-frame-high-white-20250050/
NEIDEN,"Bed frame,",99,https://www.ikea.com/ie/en/p/neiden-bed-frame-pine-luroey-s79248611/
LÅNGARYD,3-seat sofa,799,https://www.ikea.com/ie/en/p/langaryd-3-seat-sofa-lejde-grey-black-wood-s69418109/
EKTORP,2-seat sofa,370,https://www.ikea.com/ie/en/p/ektorp-2-seat-sofa-totebo-light-beige-s89337664/
VIMLE,2-seat sofa,529,https://www.ikea.com/ie/en/p/vimle-2-seat-sofa-hallarp-grey-s29399004/
SÖDERHAMN,3-seat sofa,590,https://www.ikea.com/ie/en/p/soederhamn-3-seat-sofa-tonerud-grey-s49452104/
LÅNGARYD,3-seat sofa,799,https://www.ikea.com/ie/en/p/langaryd-3-seat-sofa-lejde-grey-black-wood-s69418109/
EKTORP,2-seat sofa,370,https://www.ikea.com/ie/en/p/ektorp-2-seat-sofa-totebo-light-beige-s89337664/
VIMLE,2-seat sofa,529,https://www.ikea.com/ie/en/p/vimle-2-seat-sofa-hallarp-grey-s29399004/
SÖDERHAMN,3-seat sofa,590,https://www.ikea.com/ie/en/p/soederhamn-3-seat-sofa-tonerud-grey-s49452104/
KLIPPAN,Compact 2-seat sofa,250,https://www.ikea.com/ie/en/p/klippan-compact-2-seat-sofa-flackarp-grey-70379343/
EKTORP,3-seat sofa,549,https://www.ikea.com/ie/en/p/ektorp-3-seat-sofa-hallarp-beige-s09400678/
GRÖNLID,3-seat sofa,629,https://www.ikea.com/ie/en/p/groenlid-3-seat-sofa-tallmyra-light-green-s19408768/
FRÖSLÖV,3-seat sofa,799,https://www.ikea.com/ie/en/p/froesloev-3-seat-sofa-hyllie-beige-40526289/
FRIHETEN,Corner sofa-bed with storage,850,https://www.ikea.com/ie/en/p/friheten-corner-sofa-bed-with-storage-with-extra-back-cushions-skiftebo-dark-grey-s09326626/
KLIPPAN,2-seat sofa,279,https://www.ikea.com/ie/en/p/klippan-2-seat-sofa-kabusa-dark-grey-s09251782/
SMEDSTORP,2-seat sofa,699,https://www.ikea.com/ie/en/p/smedstorp-2-seat-sofa-viarp-beige-brown-oak-s49477232/
LÅNGARYD,2-seat sofa,750,https://www.ikea.com/ie/en/p/langaryd-2-seat-sofa-lejde-light-grey-wood-s09418145/
HOLMSUND,Cover for corner sofa-bed,149,https://www.ikea.com/ie/en/p/holmsund-cover-for-corner-sofa-bed-nordvalla-beige-20321359/
SLATORP,3-seat sofa,"1,150",https://www.ikea.com/ie/en/p/slatorp-3-seat-sofa-with-chaise-longue-left-tallmyra-white-black-50531153/
LINANÄS,2-seat sofa,299,https://www.ikea.com/ie/en/p/linanaes-2-seat-sofa-vissle-dark-grey-10512241/
GRÖNLID,2-seat section,429,https://www.ikea.com/ie/en/p/groenlid-2-seat-section-sporda-dark-grey-s19408508/
LANDSKRONA,4-seat sofa,"1,249",https://www.ikea.com/ie/en/p/landskrona-4-seat-sofa-with-chaise-longue-gunnared-dark-grey-metal-s39270369/
VIMLE,3-seat sofa,629,https://www.ikea.com/ie/en/p/vimle-3-seat-sofa-with-wide-armrests-saxemara-black-blue-s79401472/
VIMLE,"Corner sofa, 5-seat","1,348",https://www.ikea.com/ie/en/p/vimle-corner-sofa-5-seat-with-wide-armrests-saxemara-black-blue-s09401814/
HOLMSUND,Corner sofa-bed,779,https://www.ikea.com/ie/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s19150749/
FRIHETEN,3-seat sofa-bed,750,https://www.ikea.com/ie/en/p/friheten-3-seat-sofa-bed-hyllie-dark-grey-40432083/
GRÖNLID,"Corner sofa, 5-seat","1,508",https://www.ikea.com/ie/en/p/groenlid-corner-sofa-5-seat-sporda-natural-s39408343/
GRÖNLID,Cover 3-seat sofa-bed w chaise lng,320,https://www.ikea.com/ie/en/p/groenlid-cover-3-seat-sofa-bed-w-chaise-lng-sporda-natural-s09408448/
LANDSKRONA,Three-seat sofa,899,https://www.ikea.com/ie/en/p/landskrona-three-seat-sofa-grann-bomstad-black-metal-s39031699/
KLEPPSTAD,"Wardrobe with sliding doors,",165,https://www.ikea.com/ie/en/p/kleppstad-wardrobe-with-sliding-doors-white-90437238/
VIHALS,"Wardrobe with 2 doors,",215,https://www.ikea.com/ie/en/p/vihals-wardrobe-with-2-doors-white-60483255/
HAUGA,"Wardrobe with sliding doors,",240,https://www.ikea.com/ie/en/p/hauga-wardrobe-with-sliding-doors-grey-60407271/
VIHALS,"Storage unit,",165,https://www.ikea.com/ie/en/p/vihals-storage-unit-white-90483268/
KLEPPSTAD,"Wardrobe with sliding doors,",165,https://www.ikea.com/ie/en/p/kleppstad-wardrobe-with-sliding-doors-white-90437238/
VIHALS,"Wardrobe with 2 doors,",215,https://www.ikea.com/ie/en/p/vihals-wardrobe-with-2-doors-white-60483255/
HAUGA,"Wardrobe with sliding doors,",240,https://www.ikea.com/ie/en/p/hauga-wardrobe-with-sliding-doors-grey-60407271/
VIHALS,"Storage unit,",165,https://www.ikea.com/ie/en/p/vihals-storage-unit-white-90483268/
IDANÄS,"Cabinet with bi-folding doors,",250,https://www.ikea.com/ie/en/p/idanaes-cabinet-with-bi-folding-doors-white-20458823/
HAUGA,"Open wardrobe with 3 drawers,",165,https://www.ikea.com/ie/en/p/hauga-open-wardrobe-with-3-drawers-white-40456922/
RAKKESTAD,"Wardrobe with 2 doors,",165,https://www.ikea.com/ie/en/p/rakkestad-wardrobe-with-2-doors-black-brown-50453758/
BRIMNES,"Wardrobe with 3 doors,",199,https://www.ikea.com/ie/en/p/brimnes-wardrobe-with-3-doors-white-40407922/
SMÅSTAD,"Wardrobe with pull-out unit,",289,https://www.ikea.com/ie/en/p/smastad-wardrobe-with-pull-out-unit-white-s19388416/
PAX,"Wardrobe,",440,https://www.ikea.com/ie/en/p/pax-wardrobe-white-hasvik-white-s79180593/
KLEPPSTAD,"Wardrobe with 2 doors,",99,https://www.ikea.com/ie/en/p/kleppstad-wardrobe-with-2-doors-white-80437234/
PAX / ÅHEIM,"Wardrobe combination,",155,https://www.ikea.com/ie/en/p/pax-aheim-wardrobe-combination-white-mirror-glass-s39336148/
GURSKEN,"Wardrobe,",60,https://www.ikea.com/ie/en/p/gursken-wardrobe-light-beige-20486326/
VUKU,"Wardrobe,",15,https://www.ikea.com/ie/en/p/vuku-wardrobe-white-80331973/
IDANÄS,"Wardrobe,",350,https://www.ikea.com/ie/en/p/idanaes-wardrobe-white-60458835/
SMÅSTAD / PLATSA,"Wardrobe,",214,https://www.ikea.com/ie/en/p/smastad-platsa-wardrobe-white-grey-with-4-drawers-s09426372/
PAX / FÄRVIK,"Wardrobe combination,",745,https://www.ikea.com/ie/en/p/pax-faervik-wardrobe-combination-white-white-glass-s89480256/
PAX,"Wardrobe,",145,https://www.ikea.com/ie/en/p/pax-wardrobe-white-vikedal-mirror-glass-s49127494/
PAX / ÅHEIM,"Wardrobe combination,",405,https://www.ikea.com/ie/en/p/pax-aheim-wardrobe-combination-white-mirror-glass-s49429750/
PAX / FLISBERGET,"Wardrobe,",290,https://www.ikea.com/ie/en/p/pax-flisberget-wardrobe-white-light-beige-s69480304/
SUNDVIK,"Wardrobe,",215,https://www.ikea.com/ie/en/p/sundvik-wardrobe-white-10269696/
VISTHUS,"Wardrobe,",329,https://www.ikea.com/ie/en/p/visthus-wardrobe-grey-white-90493446/
STÖTTA,"LED cabinet lighting strip w sensor,",12,https://www.ikea.com/ie/en/p/stoetta-led-cabinet-lighting-strip-w-sensor-battery-operated-white-10360087/
TYSSEDAL,"Wardrobe,",329,https://www.ikea.com/ie/en/p/tyssedal-wardrobe-white-mirror-glass-00298128/
LUSTIGKURRE,"Basket,",13,https://www.ikea.com/ie/en/p/lustigkurre-basket-natural-water-hyacinth-seagrass-30457328/
GNABBAS,"Basket,",9,https://www.ikea.com/ie/en/p/gnabbas-basket-60400298/
REJSA,"Box,",17,https://www.ikea.com/ie/en/p/rejsa-box-grey-green-metal-60457789/
BULLIG,"Box,",17,https://www.ikea.com/ie/en/p/bullig-box-bamboo-brown-30474592/
DRÖNJÖNS,"Storage box,",12,https://www.ikea.com/ie/en/p/droenjoens-storage-box-light-green-grey-40515498/
TJENA,"Storage box with lid,",6,https://www.ikea.com/ie/en/p/tjena-storage-box-with-lid-white-40469302/
KVARNVIK,"Storage box with lid,",17,https://www.ikea.com/ie/en/p/kvarnvik-storage-box-with-lid-beige-00459480/
TJILLEVIPS,"Basket,",12,https://www.ikea.com/ie/en/p/tjillevips-basket-jute-00439492/
DRÖNA,"Box,",4,https://www.ikea.com/ie/en/p/droena-box-white-40217955/
KNIPSA,"Basket,",19,https://www.ikea.com/ie/en/p/knipsa-basket-seagrass-20110540/
VIHALS,"Shelving unit with 10 shelves,",125,https://www.ikea.com/ie/en/p/vihals-shelving-unit-with-10-shelves-white-70483274/
KALLAX,"Shelving unit,",70,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-80275887/
KALLAX,"Shelving unit,",35,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-20275814/
KALLAX,"Underframe,",30,https://www.ikea.com/ie/en/p/kallax-underframe-white-40501892/
VIHALS,"Shelving unit with 10 shelves,",125,https://www.ikea.com/ie/en/p/vihals-shelving-unit-with-10-shelves-white-70483274/
KALLAX,"Shelving unit,",70,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-80275887/
KALLAX,"Shelving unit,",35,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-20275814/
KALLAX,"Underframe,",30,https://www.ikea.com/ie/en/p/kallax-underframe-white-40501892/
GERSBY,"Bookcase,",35,https://www.ikea.com/ie/en/p/gersby-bookcase-white-70261131/
KALLAX,"Shelving unit with 4 inserts,",150,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-white-s79278250/
VESKEN,"Shelf unit,",15,https://www.ikea.com/ie/en/p/vesken-shelf-unit-white-40307866/
KALLAX,"Shelving unit with 2 inserts,",90,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-2-inserts-black-brown-s39278290/
KALLAX,"Shelving unit,",45,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-00275848/
EKET,"Cabinet combination with feet,",135,https://www.ikea.com/ie/en/p/eket-cabinet-combination-with-feet-white-s09189200/
KALLAX,"Shelving unit,",115,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-30275861/
BAGGEBO,"Bookcase,",19,https://www.ikea.com/ie/en/p/baggebo-bookcase-white-70481171/
BILLY,"Bookcase,",40,https://www.ikea.com/ie/en/p/billy-bookcase-white-50263838/
HAUGA,"Storage combination,",378,https://www.ikea.com/ie/en/p/hauga-storage-combination-white-s69388640/
KALLAX,"Shelving unit with 4 inserts,",140,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/
GNEDBY,"Shelving unit,",35,https://www.ikea.com/ie/en/p/gnedby-shelving-unit-white-40277143/
BILLY / OXBERG,"Bookcase with panel/glass door,",100,https://www.ikea.com/ie/en/p/billy-oxberg-bookcase-with-panel-glass-door-white-glass-s89398841/
HYLLIS,"Shelving unit,",22,https://www.ikea.com/ie/en/p/hyllis-shelving-unit-in-outdoor-00278578/
BRIMNES,"Bookcase,",85,https://www.ikea.com/ie/en/p/brimnes-bookcase-black-40301223/
LACK,"Wall shelf unit,",70,https://www.ikea.com/ie/en/p/lack-wall-shelf-unit-white-60282186/
BILLY,"Bookcase,",35,https://www.ikea.com/ie/en/p/billy-bookcase-white-30263844/
EKET,"Cabinet w door and 1 shelf,",45,https://www.ikea.com/ie/en/p/eket-cabinet-w-door-and-1-shelf-dark-grey-50344929/
EKET,"Wall-mounted cabinet combination,",215,https://www.ikea.com/ie/en/p/eket-wall-mounted-cabinet-combination-white-s19189030/
KALLAX,"Shelving unit with underframe,",75,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-underframe-white-white-s59442666/
TÄRNÖ,"Table+2 chairs, outdoor",63,https://www.ikea.com/ie/en/p/taernoe-table-2-chairs-outdoor-black-light-brown-stained-s69898415/
MALM,"Bedroom furniture, set of 3",190,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-3-white-s49483412/
MALM,"Bedroom furniture, set of 2",140,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-2-white-s29483413/
HAUGA,"Bedroom furniture, set of 4,",578,https://www.ikea.com/ie/en/p/hauga-bedroom-furniture-set-of-4-vissle-grey-s19485974/
TÄRNÖ,"Table+2 chairs, outdoor",63,https://www.ikea.com/ie/en/p/taernoe-table-2-chairs-outdoor-black-light-brown-stained-s69898415/
MALM,"Bedroom furniture, set of 3",190,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-3-white-s49483412/
MALM,"Bedroom furniture, set of 2",140,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-2-white-s29483413/
HAUGA,"Bedroom furniture, set of 4,",578,https://www.ikea.com/ie/en/p/hauga-bedroom-furniture-set-of-4-vissle-grey-s19485974/
BONDHOLMEN,"Table+4 chairs w armrests, outdoor",499,https://www.ikea.com/ie/en/p/bondholmen-table-4-chairs-w-armrests-outdoor-grey-stained-s29330482/
HAUGA,"Bedroom furniture, set of 3",199,https://www.ikea.com/ie/en/p/hauga-bedroom-furniture-set-of-3-white-s59483384/
HAUGA,"Bedroom furniture, set of 2",229,https://www.ikea.com/ie/en/p/hauga-bedroom-furniture-set-of-2-white-s89483387/
ENHET / TVÄLLEN,"Bathroom furniture, set of 14,",378,https://www.ikea.com/ie/en/p/enhet-tvaellen-bathroom-furniture-set-of-14-grey-frame-anthracite-pilkan-tap-s79430083/
MALM,"Bedroom furniture, set of 3,",315,https://www.ikea.com/ie/en/p/malm-bedroom-furniture-set-of-3-white-s99488271/
BRIMNES,"Bedroom furniture, set of 3,",677,https://www.ikea.com/ie/en/p/brimnes-bedroom-furniture-set-of-3-white-s49487660/
ÄPPLARÖ,"Table+4 chairs w armrests, outdoor",410,https://www.ikea.com/ie/en/p/aepplaroe-table-4-chairs-w-armrests-outdoor-brown-stained-s99048395/
HEMNES,"Bedroom furniture, set of 4,",749,https://www.ikea.com/ie/en/p/hemnes-bedroom-furniture-set-of-4-white-stain-s29487996/
ÄPPLARÖ,"Table+8 reclining chairs, outdoor",830,https://www.ikea.com/ie/en/p/aepplaroe-table-8-reclining-chairs-outdoor-brown-stained-kuddarna-beige-s19289746/
GURSKEN,"Bedroom furniture, set of 5,",269,https://www.ikea.com/ie/en/p/gursken-bedroom-furniture-set-of-5-light-beige-s29417017/
TOSTERÖ,"Cover for furniture set,",40,https://www.ikea.com/ie/en/p/tosteroe-cover-for-furniture-set-dining-set-black-30292323/
ASKHOLMEN,"Table+2 chairs, outdoor",90,https://www.ikea.com/ie/en/p/askholmen-table-2-chairs-outdoor-light-brown-stained-s29930059/
SUNDSÖ,"Table+2 chairs, outdoor",115,https://www.ikea.com/ie/en/p/sundsoe-table-2-chairs-outdoor-grey-grey-s29434922/
ASKHOLMEN,"Table+4 chairs, outdoor",175,https://www.ikea.com/ie/en/p/askholmen-table-4-chairs-outdoor-light-brown-stained-s19212182/
TÄRNÖ,"Table+2 chairs, outdoor",63,https://www.ikea.com/ie/en/p/taernoe-table-2-chairs-outdoor-white-light-brown-stained-s59312410/
JOKKMOKK,Table and 4 chairs,199,https://www.ikea.com/ie/en/p/jokkmokk-table-and-4-chairs-antique-stain-50211104/
SANDSBERG / ADDE,"Table and 2 chairs,",61,https://www.ikea.com/ie/en/p/sandsberg-adde-table-and-2-chairs-black-black-s19429191/
LERHAMN,"Table and 2 chairs,",159,https://www.ikea.com/ie/en/p/lerhamn-table-and-2-chairs-light-antique-stain-white-stain-vittaryd-beige-s59306287/
ÄPPLARÖ,"Table+2 folding chairs, outdoor",179,https://www.ikea.com/ie/en/p/aepplaroe-table-2-folding-chairs-outdoor-brown-stained-s59326539/
TORPARÖ,"Table+4 reclining chairs, outdoor,",270,https://www.ikea.com/ie/en/p/torparoe-table-4-reclining-chairs-outdoor-white-beige-s09413671/
